,RPT,Company,Date,Time,Type,Title,Speacker,Provenance,Role,Is Q&A,Is Presentation,Is Transcript,Content
13,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Jina Abells Morissette,SilverBirch Energy Corporation,VP,False,True,False,Right.
14,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Sachin Shah,Tullett Prebon,Analyst,False,True,False,"Okay, fair enough. Thank you."
15,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,Thank you.
16,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Operator,NA,NA,False,True,False,Mark Friesen with RBC Capital Markets.
17,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mark Friesen,RBC Capital Markets,Analyst,False,True,False,"Thank you, good morning. I just have two questions for you Howard. First of all, is there any follow up lockup to shareholders postclosing of this transaction?"
18,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,I will ask Jina to answer that one.
19,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Jina Abells Morissette,SilverBirch Energy Corporation,VP,False,True,False,Sorry Mark do you mean about additional shareholders locking up?
20,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mark Friesen,RBC Capital Markets,Analyst,False,True,False,"No, I mean following closing so once SilverWillow begins trading or--"
21,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Jina Abells Morissette,SilverBirch Energy Corporation,VP,False,True,False,"No, it doesn't carry on into SilverWillow."
22,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mark Friesen,RBC Capital Markets,Analyst,False,True,False,"Okay, so-- all right. So second question, perhaps explain the context of why or how Twin Lakes became part of the 100% Teck lands?"
23,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Yes, the-- it was really just a negotiation. We weren't-- we as SilverBirch didn't feel strongly about keeping Twin Lakes, our view onthe geological potential, is that it's probably limited but obviously that is SilverBirch's view and that's only subject to the limiteddrilling that has been done to date.Teck was interested in keeping Twin Lakes, so it was easy for us to make that swap of those lands."
24,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mark Friesen,RBC Capital Markets,Analyst,False,True,False,Sure. Is that a read through that that's possibly a mining opportunity?
25,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"It's-- no I wouldn't say it is or and it isn't a mining opportunity, but it's certainly if there is going to be oil sand there, it would be atdepths that would be more likely a mineable prospect that an in situ prospect just because of the depth of the geology in that area."
26,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mark Friesen,RBC Capital Markets,Analyst,False,True,False,"Sure, okay. And finally if you could give a little more detail as to the terms of the interim loan facility, please?"
27,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"It's normal commercial terms. Wayne is sitting here, I will ask them to talk about that. There's not a whole lot about-- can be saidabout it I don't think."
28,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Wayne Bobye,SilverBirch Energy Corporation,"VP, CFO",False,True,False,"No Mark, it's just a regular loan. It's very similar to the one that we have in place now. It's put in place to provide flexibility. The rateon it is very competitive with what we have now related to prime. And it's just put in place so that we have some flexibility goingforward because we were-- if we hadn't done this transaction, we probably would've had to raise some equity, so this gives us someflexibility to move forward with our capital spending program."
29,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mark Friesen,RBC Capital Markets,Analyst,False,True,False,"Sure, what's the duration of that facility?"
30,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Wayne Bobye,SilverBirch Energy Corporation,"VP, CFO",False,True,False,It would terminate in the middle of the year. I think August is the date on it.
31,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mark Friesen,RBC Capital Markets,Analyst,False,True,False,"Sure. Okay, great. Thanks very much."
32,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Thanks, Mark."
33,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Operator,NA,NA,False,True,False,[Andrew Wryneck] with Scotia Capital.
34,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Catharine Sterritt,Scotia Capital,Analyst,False,True,False,"Good morning it's Catharine Sterritt. Just two questions. Just to clarify the loan facility, so the intent is that when the transactioncloses, you'll use the CAD25 million working capital funding in part to repay that facility?"
35,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Yes, but there is CAD24 million cash in SilverBirch right now. We'll also have proceeds from exercise of options, which we estimateup to now will be about CAD22 million to SilverBirch. So that actually in the time period between now and closing, by our calculations,gives us sufficient cash to meet current obligations and the first three months of drilling in 2012. So by closing, SilverBirch's workingcapital will be essentially zero. And the CAD25 million that will be contributed by Teck will go into SilverWillow. Now as Wayne said, the CAD20 million loan provides us the flexibility because obviously the proceeds from the exercise of optionswill only come in at closing, and so if there's a shortfall on cash just due to timing reasons, because drilling programs tend to bequite financially intense if you spend a lot of money in a hurry and the bills come in very quickly. So we're just assuming that theremay be a cash shortfall and that's really what the loan will be used for so that in theory by closing, we should have most of the CAD25million intact once we start at SilverWillow."
36,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Catharine Sterritt,Scotia Capital,Analyst,False,True,False,"Okay, that makes sense, thank you. And just a question on the timing. SilverWillow is being listed, do you expect that it'll-- that it'slisting will be coincident with the closing of the transaction? Or is it possible we might see the plan of arrangement close and thena few weeks later the SilverWillow start to trade?"
37,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,I'll turn that one to Jina.
38,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Jina Abells Morissette,SilverBirch Energy Corporation,VP,False,True,False,"Sure, we-- our hope is that we'll start listing a coincident with the closing, so we would close one day and start trading at SilverWillowthe next, that's what we're working towards."
39,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Catharine Sterritt,Scotia Capital,Analyst,False,True,False,"Okay, and that'll be on the venture exchange?"
40,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Jina Abells Morissette,SilverBirch Energy Corporation,VP,False,True,False,"Yes, that's where we're applying to."
41,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Catharine Sterritt,Scotia Capital,Analyst,False,True,False,Okay that's great. Congratulations on the transaction.
42,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,Thank you.
43,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Operator,NA,NA,False,True,False,(Operator Instructions) John Tumazos with John Tumazos Very Independent Research.
44,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,False,True,False,I have three questions if you're so patient. Are the Twin Lakes areas an area that was contemplated potentially as a gift to the provincefor environmental park or recreation area?
45,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Well that's an interesting idea. There's been discussion of that kind of thing from time to time but nothing ever followed up on. Ithink there is actually -- if you look at it John, all that SilverBirch and Teck had on there was the oil sands leases, we don't have anyrights to the surface. But how Teck will make use of this land obviously is a question for Teck."
46,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,False,True,False,"There was an area that I recall in the past that relatively close to the river that might have had such a potential use, maybe I'mconfusing it with another park."
47,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Yes, that-- we didn't have anything else close to the river that I can recall."
48,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,False,True,False,"Could you update us on the lease 421 area, I didn't seem to catch which of the two Companies it would go to. Lease was alreadysold to Imperial."
49,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Yes, our interest, or at least UTS' interest, was already sold to Imperial, Teck, again that would be an question for Teck, what's goingon with their interest in lease 421."
50,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,False,True,False,"The apparent price in terms of cash, I'm calculating is the 435 cash plus the CAD25 million working capital or 460 divided by 1.4billion barrels, or CAD0.33 a barrel. And that's less than the CAD2 apparent price at the time at a lower oil price for the 20% of FortHills sold to Total. Now admittedly it's not exactly apples and oranges, because the degree of engineering and permitting andpreliminary construction isn't the same, but could you talk to the six-fold difference in valuation and why you're embracing sellingFrontier Equinox at one-sixth of the terms or even if you made an adjustment for the difference in phase one-third of the terms?"
51,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Yes. No, I think that one's one we could certainly respond to. If you look, we-- the number we use is about CAD0.34 a barrel, so agreewith your calculation, we come to the number slightly differently, but it's essentially CAD0.34 a barrel. This-- if you think of Frontierand Equinox, it's very early stage, we don't have any regulatory approval at this pace, at this point. We've literally just submitted theapplication, or a least Teck had, at the end of the year last year. And where as Fort Hills had had regulatory approval in place by thetime we exited that project eight years, and CAD2.8 billion had been spent by the partners. In addition, UTS had an earn in right sothere was additional value in Fort Hills from the earn in. So when you compare the metrics, it is quite a different transaction. Also keep in mind that Frontier and Equinox will not commenceproduction until about 2020 or 2021. And the issue that was facing SilverBirch that even prior to sanction, the partnership wouldhave to spend CAD300 million to CAD500 million just to get to sanction, so that's over the next three to four years. And we recognizedthat for us, that would be quite dilutive with the equity we would raise, be quite dilutive for SilverBirch shareholders and that theoffer finally made by Teck seemed to be quite fair and quite reasonable and that was why we made that decision to proceed."
52,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,False,True,False,"If I could be so tedious with one more question.The calculation of CAD0.34 a barrel is only the cash consideration.There is the muchmore difficult question of valuing the in situ assets or in situ potential assets that Teck is swapping with you in addition to the cashconsideration. Did you assess only the cash consideration in avoidance of dilution or did you assign value to the in situ assets werethe documentation and the potential recovery rates, the existence of the bitumen and recover ability of the bitumen require I guessa greater standard of documentation because they're deeper et cetera?"
53,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Of course the potential value of the lands played into our consideration. Because obviously we are quite optimistic about the potentialof both Audet and Birch Mountains. As far as formally assigning value, we basically for our own the calculation purposes just use thebook values which provides quite a modest amount of value. I believe by closing our book value in those various properties will be     about CAD90 million. So a little over, what's that CAD1.80 a share roughly for the book value going into SilverWillow. Now obviouslyhow the market values that we'll get to see in the next few days, but so it was in our calculations from the point of view of establishingtotal value. But as far as the metrics we've referenced, we've only referenced the cash component, John."
54,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,False,True,False,"Thank you, Howard. It sounds like there were a lot of considerations that were hard to put an exact value upon."
55,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Yes, yes well thank you for your questions, John."
56,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,False,True,False,Thank you.
57,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Operator,NA,NA,False,True,False,Mike Dunn with FirstEnergy Capital.
58,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mike Dunn,FirstEnergy Capital Corp.,Analyst,False,True,False,"Hi, good morning, everyone. I guess first question is just a follow up on your comments about the book value of the assets inSilverWillow, is that CAD90 million, Howard, is that outside of the CAD25 million in working capital?"
59,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Yes, that's right, that excludes the working capital."
60,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mike Dunn,FirstEnergy Capital Corp.,Analyst,False,True,False,Great.
61,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"And Mike, it's a bit approximate. We-- some of that working capital-- some of that book value is dependent on what we spend atAudet in the first three months and then if you basically sort of notionally cut off at the end of March, what we've spent on Audetwill count in that book value calculation."
62,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mike Dunn,FirstEnergy Capital Corp.,Analyst,False,True,False,"I see. Okay, great. And then I just thought I'd ask, I'm not sure what you can comment on it on, but you mentioned potentially otherrecovery techniques at Audet should the cap rock not prove sufficient, can you talk about what you're thinking there?"
63,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Yes, what-- so the way we're looking at it right now and we've got a bit of modeling work going on with an engineering companythat should be completed sometime in the next two or three months, is we're looking at it as a conventional SAGD. And I think aswe've mentioned in previous calls, that we did have-- we did find some pretty extensive occurrences of what we believe will be asuitable cap rock material. But what we don't know is how extensive. So our opening position is if we can prove up this cap rockmaterials existence in a big enough area and the modeling and the testing and the many frac tests show that it's sufficient forconventional SAGD, and I wouldn't call it a low pressure, I'd call it sort of a moderate pressure SAGD, then that's basically a conventionalapproach. So that if we find that that wouldn't necessarily be technically feasible, we would then look at other SAGD related approaches maybewith solvent assist or low pressure SAGD as is being tried out in other places. And then a further fallback would be some of the newtechniques that some of the other companies have been talking about, perhaps with some of the electrical or other solvent assisttype techniques. But certainly our focus will for Audet be on conventional SAGD as the first case."
64,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mike Dunn,FirstEnergy Capital Corp.,Analyst,False,True,False,"Great. And have you been in touch with the regulator on what I guess their current thinking is about cap rock and I'm not sure ifthere is any -- if they're getting any more stringent with regards to testing over the past couple of years on that, but just commenton that?"
65,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Yes, certainly the engineering consultants that we've worked with have been involved with a number of the recent applications.And of course, Sproule our other advisor, has been involved with a number of applications. So we are reasonably aware from theconsultants of the regulatory requirements. We recognize that there is a bit of a work in progress on how that will evolve over thenext 12 to 24 months. But we're certainly taking an approach that is relatively conservative as we consider what the operatingpressures would be as we do in the current modeling. And of course the current modeling is really just an early scoping study justto try and understand what the potential will be, there'll be further rounds of engineering once we have the many frac tests, the restof the data from the geotechnical program and of course more resource data."
66,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mike Dunn,FirstEnergy Capital Corp.,Analyst,False,True,False,"Okay, great. Thanks, Howard, thanks."
67,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",False,True,False,"Thanks, Mike."
68,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Operator,NA,NA,False,True,False,"And Mr. Stevens, there no further questions at this time, please continue."
69,18609118,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Michael Stevens,SilverBirch Energy Corporation,Manager,False,True,False,"Ladies and gentlemen, this concludes the conference call for today, thank you for participating. Please disconnect your lines."
