,RPT,Company,Date,Time,Type,Title,Speacker,Provenance,Role,Is Q&A,Is Presentation,Is Transcript,Content
32,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Wayne Bobye,SilverBirch Energy Corporation,"VP, CFO",True,False,False,"No Mark, it's just a regular loan. It's very similar to the one that we have in place now. It's put in place to provide flexibility. The rate on it is verycompetitive with what we have now related to prime. And it's just put in place so that we have some flexibility going forward because we were--if we hadn't done this transaction, we probably would've had to raise some equity, so this gives us some flexibility to move forward with our capitalspending program."
33,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mark Friesen,RBC Capital Markets,Analyst,True,False,False,"Sure, what's the duration of that facility?"
34,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Wayne Bobye,SilverBirch Energy Corporation,"VP, CFO",True,False,False,It would terminate in the middle of the year. I think August is the date on it.
35,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mark Friesen,RBC Capital Markets,Analyst,True,False,False,"Sure. Okay, great. Thanks very much."
36,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Thanks, Mark."
37,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Operator,NA,NA,True,False,False,[Andrew Wryneck] with Scotia Capital.
38,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Catharine Sterritt,Scotia Capital,Analyst,True,False,False,"Good morning it's Catharine Sterritt. Just two questions. Just to clarify the loan facility, so the intent is that when the transaction closes, you'll usethe CAD25 million working capital funding in part to repay that facility?"
39,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Yes, but there is CAD24 million cash in SilverBirch right now. We'll also have proceeds from exercise of options, which we estimate up to now willbe about CAD22 million to SilverBirch. So that actually in the time period between now and closing, by our calculations, gives us sufficient cash tomeet current obligations and the first three months of drilling in 2012. So by closing, SilverBirch's working capital will be essentially zero. And theCAD25 million that will be contributed by Teck will go into SilverWillow. Now as Wayne said, the CAD20 million loan provides us the flexibility because obviously the proceeds from the exercise of options will only comein at closing, and so if there's a shortfall on cash just due to timing reasons, because drilling programs tend to be quite financially intense if youspend a lot of money in a hurry and the bills come in very quickly. So we're just assuming that there may be a cash shortfall and that's really whatthe loan will be used for so that in theory by closing, we should have most of the CAD25 million intact once we start at SilverWillow."
40,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Catharine Sterritt,Scotia Capital,Analyst,True,False,False,"Okay, that makes sense, thank you. And just a question on the timing. SilverWillow is being listed, do you expect that it'll-- that it's listing will becoincident with the closing of the transaction? Or is it possible we might see the plan of arrangement close and then a few weeks later the SilverWillowstart to trade?"
41,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,I'll turn that one to Jina.
42,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Jina Abells Morissette,SilverBirch Energy Corporation,VP,True,False,False,"Sure, we-- our hope is that we'll start listing a coincident with the closing, so we would close one day and start trading at SilverWillow the next,that's what we're working towards."
43,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Catharine Sterritt,Scotia Capital,Analyst,True,False,False,"Okay, and that'll be on the venture exchange?"
44,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Jina Abells Morissette,SilverBirch Energy Corporation,VP,True,False,False,"Yes, that's where we're applying to."
45,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Catharine Sterritt,Scotia Capital,Analyst,True,False,False,Okay that's great. Congratulations on the transaction.
46,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,Thank you.
47,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Operator,NA,NA,True,False,False,(Operator Instructions) John Tumazos with John Tumazos Very Independent Research.
48,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,True,False,False,I have three questions if you're so patient. Are the Twin Lakes areas an area that was contemplated potentially as a gift to the province forenvironmental park or recreation area?
49,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Well that's an interesting idea. There's been discussion of that kind of thing from time to time but nothing ever followed up on. I think there isactually -- if you look at it John, all that SilverBirch and Teck had on there was the oil sands leases, we don't have any rights to the surface. But howTeck will make use of this land obviously is a question for Teck."
50,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,True,False,False,"There was an area that I recall in the past that relatively close to the river that might have had such a potential use, maybe I'm confusing it withanother park."
51,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Yes, that-- we didn't have anything else close to the river that I can recall."
52,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,True,False,False,"Could you update us on the lease 421 area, I didn't seem to catch which of the two Companies it would go to. Lease was already sold to Imperial."
53,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Yes, our interest, or at least UTS' interest, was already sold to Imperial, Teck, again that would be an question for Teck, what's going on with theirinterest in lease 421."
54,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,True,False,False,"The apparent price in terms of cash, I'm calculating is the 435 cash plus the CAD25 million working capital or 460 divided by 1.4 billion barrels, orCAD0.33 a barrel. And that's less than the CAD2 apparent price at the time at a lower oil price for the 20% of Fort Hills sold to Total. Now admittedlyit's not exactly apples and oranges, because the degree of engineering and permitting and preliminary construction isn't the same, but could youtalk to the six-fold difference in valuation and why you're embracing selling Frontier Equinox at one-sixth of the terms or even if you made anadjustment for the difference in phase one-third of the terms?"
55,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Yes. No, I think that one's one we could certainly respond to. If you look, we-- the number we use is about CAD0.34 a barrel, so agree with yourcalculation, we come to the number slightly differently, but it's essentially CAD0.34 a barrel. This-- if you think of Frontier and Equinox, it's veryearly stage, we don't have any regulatory approval at this pace, at this point. We've literally just submitted the application, or a least Teck had, atthe end of the year last year. And where as Fort Hills had had regulatory approval in place by the time we exited that project eight years, and CAD2.8billion had been spent by the partners. In addition, UTS had an earn in right so there was additional value in Fort Hills from the earn in. So when you compare the metrics, it is quite a different transaction. Also keep in mind that Frontier and Equinox will not commence productionuntil about 2020 or 2021. And the issue that was facing SilverBirch that even prior to sanction, the partnership would have to spend CAD300 millionto CAD500 million just to get to sanction, so that's over the next three to four years. And we recognized that for us, that would be quite dilutivewith the equity we would raise, be quite dilutive for SilverBirch shareholders and that the offer finally made by Teck seemed to be quite fair andquite reasonable and that was why we made that decision to proceed."
56,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,True,False,False,"If I could be so tedious with one more question.The calculation of CAD0.34 a barrel is only the cash consideration.There is the much more difficultquestion of valuing the in situ assets or in situ potential assets that Teck is swapping with you in addition to the cash consideration. Did you assessonly the cash consideration in avoidance of dilution or did you assign value to the in situ assets were the documentation and the potential recoveryrates, the existence of the bitumen and recover ability of the bitumen require I guess a greater standard of documentation because they're deeperet cetera?"
57,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Of course the potential value of the lands played into our consideration. Because obviously we are quite optimistic about the potential of bothAudet and Birch Mountains. As far as formally assigning value, we basically for our own the calculation purposes just use the book values whichprovides quite a modest amount of value. I believe by closing our book value in those various properties will be about CAD90 million. So a littleover, what's that CAD1.80 a share roughly for the book value going into SilverWillow. Now obviously how the market values that we'll get to seein the next few days, but so it was in our calculations from the point of view of establishing total value. But as far as the metrics we've referenced,we've only referenced the cash component, John."
58,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,True,False,False,"Thank you, Howard. It sounds like there were a lot of considerations that were hard to put an exact value upon."
59,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Yes, yes well thank you for your questions, John."
60,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,John Tumazos,John Tumazos Very Independent Research,Analyst,True,False,False,Thank you.
61,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Operator,NA,NA,True,False,False,Mike Dunn with FirstEnergy Capital.
62,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mike Dunn,FirstEnergy Capital Corp.,Analyst,True,False,False,"Hi, good morning, everyone. I guess first question is just a follow up on your comments about the book value of the assets in SilverWillow, is thatCAD90 million, Howard, is that outside of the CAD25 million in working capital?"
63,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Yes, that's right, that excludes the working capital."
64,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mike Dunn,FirstEnergy Capital Corp.,Analyst,True,False,False,Great.
65,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"And Mike, it's a bit approximate. We-- some of that working capital-- some of that book value is dependent on what we spend at Audet in the firstthree months and then if you basically sort of notionally cut off at the end of March, what we've spent on Audet will count in that book valuecalculation."
66,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mike Dunn,FirstEnergy Capital Corp.,Analyst,True,False,False,"I see. Okay, great. And then I just thought I'd ask, I'm not sure what you can comment on it on, but you mentioned potentially other recoverytechniques at Audet should the cap rock not prove sufficient, can you talk about what you're thinking there?"
67,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Yes, what-- so the way we're looking at it right now and we've got a bit of modeling work going on with an engineering company that should becompleted sometime in the next two or three months, is we're looking at it as a conventional SAGD. And I think as we've mentioned in previouscalls, that we did have-- we did find some pretty extensive occurrences of what we believe will be a suitable cap rock material. But what we don't     know is how extensive. So our opening position is if we can prove up this cap rock materials existence in a big enough area and the modeling andthe testing and the many frac tests show that it's sufficient for conventional SAGD, and I wouldn't call it a low pressure, I'd call it sort of a moderatepressure SAGD, then that's basically a conventional approach. So that if we find that that wouldn't necessarily be technically feasible, we would then look at other SAGD related approaches maybe with solventassist or low pressure SAGD as is being tried out in other places. And then a further fallback would be some of the new techniques that some ofthe other companies have been talking about, perhaps with some of the electrical or other solvent assist type techniques. But certainly our focuswill for Audet be on conventional SAGD as the first case."
68,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mike Dunn,FirstEnergy Capital Corp.,Analyst,True,False,False,"Great. And have you been in touch with the regulator on what I guess their current thinking is about cap rock and I'm not sure if there is any -- ifthey're getting any more stringent with regards to testing over the past couple of years on that, but just comment on that?"
69,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Yes, certainly the engineering consultants that we've worked with have been involved with a number of the recent applications. And of course,Sproule our other advisor, has been involved with a number of applications. So we are reasonably aware from the consultants of the regulatoryrequirements. We recognize that there is a bit of a work in progress on how that will evolve over the next 12 to 24 months. But we're certainlytaking an approach that is relatively conservative as we consider what the operating pressures would be as we do in the current modeling. And ofcourse the current modeling is really just an early scoping study just to try and understand what the potential will be, there'll be further rounds ofengineering once we have the many frac tests, the rest of the data from the geotechnical program and of course more resource data."
70,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Mike Dunn,FirstEnergy Capital Corp.,Analyst,True,False,False,"Okay, great. Thanks, Howard, thanks."
71,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Howard Lutley,SilverBirch Energy Corporation,"President, CEO",True,False,False,"Thanks, Mike."
72,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Operator,NA,NA,True,False,False,"And Mr. Stevens, there no further questions at this time, please continue."
73,18609117,TECK RESOURCES LTD,01/09/2012,2:00PM,TCK.B.TO,Teck Resources Limited to acquire SilverBirch,Michael Stevens,SilverBirch Energy Corporation,Manager,True,False,False,"Ladies and gentlemen, this concludes the conference call for today, thank you for participating. Please disconnect your lines."
